asset,entry_date,exit_date,strike,entry_price,premium_usd,margin_usd,pnl,reason,iv_rank,hv30
BTC,2024-05-18,2024-05-20,62230.02,66914.0,20.736935003965847,669.1400000000001,19.871226468866524,PROFIT_LOCK,50.581843266273665,47.8891691350413
BTC,2024-05-19,2024-05-20,61630.541999999994,66269.4,20.72373195826758,662.6940000000001,19.605074489939593,PROFIT_LOCK,53.097592211510324,47.8891691350413
BTC,2024-05-20,2024-05-23,66403.116,71401.2,31.68107020143689,714.0120000000001,-39.16810731398909,STOP_2X,100.0,48.12326049316277
BTC,2024-05-21,2024-05-27,65234.75699999999,70144.9,31.90083700355899,701.4490000000001,31.588134355961433,PROFIT_LOCK,100.0,47.23399374283313
BTC,2024-05-23,2024-05-27,63213.123,67971.1,30.626072712163296,679.7110000000002,29.201814802570905,PROFIT_LOCK,98.09525856664655,47.23399374283313
BTC,2024-05-28,2024-06-01,63616.743,68405.1,29.50154554311503,684.0510000000002,23.69888820507272,PROFIT_LOCK,89.27640305427883,43.18342713525365
BTC,2024-05-27,2024-06-02,64569.435,69429.5,29.486124244327584,694.2950000000002,29.037700196246725,PROFIT_LOCK,86.23272071855419,39.51909823710477
BTC,2024-05-29,2024-06-02,62918.219999999994,67654.0,29.341558348174114,676.5400000000001,27.710468202741325,PROFIT_LOCK,90.3919275651771,39.51909823710477
BTC,2024-06-01,2024-06-03,63018.380999999994,67761.7,21.317519198205446,677.6170000000001,17.966201384808507,PROFIT_LOCK,32.19944029868117,39.49774045550268
BTC,2024-06-30,2024-07-03,58375.541999999994,62769.4,2.411283411368504,627.6940000000002,-10.653814955471125,STOP_2X,24.373747622787757,28.073163815283042
BTC,2024-07-01,2024-07-03,58496.814,62899.8,2.4053362790900112,628.9980000000002,-17.898198761878735,STOP_2X,24.29929458553909,28.073163815283042
BTC,2024-07-02,2024-07-03,57787.224,62136.8,2.4456949686306646,621.3680000000002,-10.936368082235663,STOP_2X,24.774066908642187,28.073163815283042
BTC,2024-07-03,2024-07-04,55998.369,60213.3,2.7196046018490962,602.1330000000002,-41.54962293059307,STOP_2X,27.11437814375885,30.1328129844697
BTC,2024-07-04,2024-07-06,53061.708,57055.6,3.8146116492485365,570.556,3.4316721191389266,PROFIT_LOCK,34.54862124093318,31.52131223921815
BTC,2024-07-05,2024-07-06,52665.528,56629.6,3.563003888185085,566.296,3.0980707706082966,PROFIT_LOCK,33.31627442569898,31.52131223921815
BTC,2024-07-06,2024-07-07,54160.689,58237.3,4.9091632762519115,582.3730000000002,-26.623958592016514,STOP_2X,39.56036846200075,32.90621085583971
BTC,2024-07-07,2024-07-09,51943.475999999995,55853.2,5.805303368318619,558.532,5.606798612562153,PROFIT_LOCK,44.55911928565233,34.448056338097686
BTC,2024-07-08,2024-07-10,52740.85799999999,56710.6,6.406621307786691,567.1060000000001,5.439484992648829,PROFIT_LOCK,46.6860718273823,34.42133709012191
BTC,2024-07-09,2024-07-13,53973.479999999996,58036.0,7.452363675179459,580.3600000000001,7.389151774547414,PROFIT_LOCK,50.124365204651355,33.868842136961206
BTC,2024-07-10,2024-07-13,53682.39,57723.0,7.386366389885734,577.2300000000001,7.213878642576342,PROFIT_LOCK,50.02792286495714,33.868842136961206
BTC,2024-07-11,2024-07-13,53318.015999999996,57331.2,6.484297389195672,573.3120000000001,6.199842396132811,PROFIT_LOCK,46.71647220740943,33.868842136961206
BTC,2024-07-13,2024-07-14,55061.765999999996,59206.2,7.0395522991323105,592.0620000000001,5.811340990638405,PROFIT_LOCK,48.03370858166704,34.91624160616444
BTC,2024-07-14,2024-07-15,56533.95599999999,60789.2,8.289984685495984,607.892,7.911975524500168,PROFIT_LOCK,51.81426615933601,39.72098364861611
BTC,2024-07-15,2024-07-19,60188.297999999995,64718.6,14.996449159404257,647.1860000000001,14.7661576590376,PROFIT_LOCK,69.15684124308441,41.276072626278285
BTC,2024-07-16,2024-07-19,60495.198,65048.6,15.036102965609917,650.4860000000001,13.852526000300669,PROFIT_LOCK,69.06521776046264,41.276072626278285
BTC,2024-07-17,2024-07-19,59597.096999999994,64082.9,15.111933342501198,640.8290000000002,14.049315249240715,PROFIT_LOCK,69.81773055377529,41.276072626278285
BTC,2024-07-19,2024-07-21,61987.66199999999,66653.4,17.834388199086426,666.5340000000001,14.905532144655355,PROFIT_LOCK,74.76988916922332,41.337953161434974
BTC,2024-07-21,2024-07-23,63399.03,68171.0,18.340923862299043,681.7100000000002,-19.55986152555606,STOP_2X,74.99324514082295,41.80619244367193
BTC,2024-07-20,2024-07-25,62423.83199999999,67122.4,18.011080853644945,671.224,15.593149033774308,PROFIT_LOCK,74.88556078340282,38.78221327552162
BTC,2024-07-22,2024-07-26,62809.31699999999,67536.9,18.382310661085377,675.369,17.213735746326996,PROFIT_LOCK,75.46714757831245,39.33137406448574
BTC,2024-07-23,2024-07-26,61320.294,65935.8,18.482439838489064,659.3580000000002,17.915868489010165,PROFIT_LOCK,76.68334105806626,39.33137406448574
BTC,2024-07-25,2024-07-26,61190.28,65796.0,13.89686225793421,657.9600000000002,11.594518358408415,PROFIT_LOCK,65.76837719278915,39.33137406448574
BTC,2024-07-27,2024-07-31,63161.600999999995,67915.7,14.994277155206873,679.1570000000002,-20.594507426300332,STOP_2X,67.36712242048065,39.31026120881539
BTC,2024-07-28,2024-07-31,63469.61699999999,68246.9,14.102333914317114,682.469,-42.93694246713067,STOP_2X,64.99203783096914,39.31026120881539
BTC,2024-07-26,2024-08-01,63158.439,67912.3,15.1513143582858,679.1230000000002,12.508221368081013,PROFIT_LOCK,67.7505569084771,39.21352276240438
BTC,2024-07-31,2024-08-02,60109.155,64633.5,14.389906963852082,646.3350000000002,-48.63632529342594,STOP_2X,67.67435067691245,42.182411970052485
BTC,2024-08-01,2024-08-02,60775.779,65350.3,14.411327996068122,653.5030000000002,-84.67293877621933,STOP_2X,67.32517609989145,42.182411970052485
BTC,2024-08-02,2024-08-04,57189.234,61493.8,17.802897792175465,614.9380000000001,-51.33939501222722,STOP_2X,78.04129437305792,41.19074950227509
BTC,2024-08-03,2024-08-04,56466.159,60716.3,13.28250099687175,607.1630000000001,-41.24553764972589,STOP_2X,67.03317332714396,41.19074950227509
BTC,2024-08-04,2024-08-05,54086.846999999994,58157.9,15.443407171023956,581.5790000000002,-114.82369071613857,STOP_2X,74.4619178626825,45.71680043781212
BTC,2024-08-05,2024-08-06,50228.92799999999,54009.6,20.62682283829763,540.0960000000001,16.978240895670048,PROFIT_LOCK,90.79856559296701,45.529336468427275
BTC,2024-08-06,2024-08-08,52116.827999999994,56039.6,21.11285696666337,560.3960000000001,20.535721495205532,PROFIT_LOCK,90.12191990921761,55.845825574140186
BTC,2024-08-07,2024-08-08,51268.668,55127.6,20.784855100788356,551.2760000000001,20.166405539071036,PROFIT_LOCK,90.1590965752059,55.845825574140186
BTC,2024-08-08,2024-08-15,57373.280999999995,61691.7,43.03002558875033,616.9170000000001,43.03002558875033,EXPIRED,100.0,54.12365988738227
BTC,2024-08-09,2024-08-16,56573.202,60831.4,42.755431500724264,608.3140000000001,42.755431500724264,EXPIRED,100.0,54.574665924086354
BTC,2024-08-10,2024-08-16,56658.297,60922.9,42.697104216214576,609.2290000000002,35.853862695362025,PROFIT_LOCK,99.8346311099112,54.574665924086354
BTC,2024-08-15,2024-08-19,53512.293,57540.1,36.78451315355215,575.4010000000001,35.2867565765252,PROFIT_LOCK,92.07432174154127,53.57651681444244
BTC,2024-08-16,2024-08-20,54753.657,58874.9,38.52596791591114,588.7490000000001,31.377033975253795,PROFIT_LOCK,93.31159750356086,53.2590790685624
BTC,2024-08-17,2024-08-21,55331.187,59495.9,39.203910923419244,594.9590000000002,36.91063067364744,PROFIT_LOCK,93.68413081089547,54.50208945894759
BTC,2024-08-19,2024-08-23,55272.039,59432.3,36.91587643874591,594.3230000000001,36.71558756164156,PROFIT_LOCK,90.57330666100579,57.065484481113074
BTC,2024-08-20,2024-08-23,54881.253,59012.1,36.038451132986665,590.1210000000001,35.492733900555635,PROFIT_LOCK,89.70245794288716,57.065484481113074
BTC,2024-08-21,2024-08-23,56867.64,61148.0,39.86449936824138,611.4800000000001,33.79640221711957,PROFIT_LOCK,93.1124935140323,57.065484481113074
BTC,2024-08-23,2024-08-27,59558.037,64040.9,47.37136978207564,640.4090000000001,-85.83009074402798,STOP_2X,100.0,58.507476820558445
BTC,2024-08-24,2024-08-27,59660.708999999995,64151.3,47.37960875727058,641.5130000000001,-110.74797556266404,STOP_2X,99.91019590755847,58.507476820558445
BTC,2024-08-25,2024-08-27,59725.157999999996,64220.6,45.57788835046977,642.2060000000001,-133.1626626197414,STOP_2X,97.63169273716476,58.507476820558445
BTC,2024-08-27,2024-09-02,55254.926999999996,59413.9,46.97192708088642,594.1390000000001,46.338009917679166,PROFIT_LOCK,100.0,56.55924831318071
BTC,2024-08-28,2024-09-02,54898.179,59030.3,46.206555879452935,590.3030000000001,42.58628900548838,PROFIT_LOCK,99.42036956472218,56.55924831318071
BTC,2024-08-29,2024-09-04,55197.35999999999,59352.0,46.5546284391061,593.5200000000001,44.549468953116076,PROFIT_LOCK,99.54060013444148,51.23700937722423
BTC,2024-09-02,2024-09-06,54995.17799999999,59134.6,42.70065451967385,591.3460000000001,-120.0435277827426,STOP_2X,94.86583055382316,52.19066654538248
BTC,2024-09-03,2024-09-06,53461.979999999996,57486.0,39.92434812231241,574.8600000000001,-53.89977299997244,STOP_2X,92.75530252942194,52.19066654538248
BTC,2024-09-04,2024-09-06,53916.378,57974.6,31.63078708573394,579.7460000000001,-97.60783336430524,STOP_2X,80.84012647097943,52.19066654538248
BTC,2024-09-06,2024-09-08,50183.079,53960.3,31.08025582506307,539.6030000000002,28.455082158619486,PROFIT_LOCK,83.3533006065308,39.92102998779937
BTC,2024-09-07,2024-09-09,50365.079999999994,54156.0,12.543560739830447,541.5600000000001,12.09212994101572,PROFIT_LOCK,50.48026305556997,41.740879870140965
BTC,2024-09-08,2024-09-09,51031.98299999999,54873.1,12.961010556894326,548.7310000000001,10.990201519530514,PROFIT_LOCK,51.01910937019254,41.740879870140965
BTC,2024-09-09,2024-09-12,53049.06,57042.0,15.899089365213513,570.4200000000001,14.676758759213874,PROFIT_LOCK,55.81496243730668,40.14581789405704
BTC,2024-09-10,2024-09-13,53598.225,57632.5,14.438003158032643,576.3250000000002,14.273436698352844,PROFIT_LOCK,52.67377950735328,40.78410000419606
BTC,2024-09-11,2024-09-13,53322.386999999995,57335.9,14.196624051681376,573.3590000000002,13.851476157742713,PROFIT_LOCK,52.34055431986153,40.78410000419606
BTC,2024-09-12,2024-09-13,54058.947,58127.9,14.025235402347608,581.2790000000001,12.346648499248545,PROFIT_LOCK,51.611493269621036,40.78410000419606
BTC,2024-09-13,2024-09-17,56259.327,60493.9,15.485146954525135,604.9390000000001,12.81121136243478,PROFIT_LOCK,53.29355905169291,41.2269968264159
BTC,2024-09-14,2024-09-18,55788.84,59988.0,14.849433581724771,599.8800000000001,14.61547505406716,PROFIT_LOCK,52.33317205414728,41.495235636505825
BTC,2024-09-15,2024-09-18,54992.759999999995,59132.0,14.255550826558375,591.3200000000002,13.958960858366831,PROFIT_LOCK,51.58803552092252,41.495235636505825
BTC,2024-09-17,2024-09-19,56086.16099999999,60307.7,16.06613635208014,603.0770000000001,15.186170526051114,PROFIT_LOCK,54.460725697617065,41.73324661586844
BTC,2024-09-18,2024-09-20,57430.755,61753.5,16.846658740941894,617.5350000000001,14.548457594389447,PROFIT_LOCK,55.16761582771591,40.52349256932826
BTC,2024-09-19,2024-09-22,58543.871999999996,62950.4,17.53427920641361,629.5040000000001,16.252541801411088,PROFIT_LOCK,55.79484651111398,36.496591211082404
BTC,2024-09-20,2024-09-23,58781.115,63205.5,15.797033185090914,632.0550000000002,13.542030164717245,PROFIT_LOCK,52.38625162045244,36.506274983276214
BTC,2024-09-21,2024-09-24,58909.454999999994,63343.5,15.527175148330208,633.4350000000002,14.56017895426959,PROFIT_LOCK,47.24049896132056,36.767918625151935
BTC,2024-09-22,2024-09-26,59125.587,63575.9,10.492607493609649,635.7590000000001,10.457286643762128,PROFIT_LOCK,34.124122376444,33.55502408353152
BTC,2024-09-23,2024-09-26,58898.202,63331.4,10.463910222136292,633.3140000000002,10.33709271544145,PROFIT_LOCK,34.15310471742256,33.55502408353152
BTC,2024-09-24,2024-09-26,59770.820999999996,64269.7,10.940956090856616,642.6970000000001,9.74432363578136,PROFIT_LOCK,34.28091729024905,33.55502408353152
BTC,2024-09-26,2024-09-29,60603.91499999999,65165.5,7.4226917108459025,651.6550000000001,6.513408276691917,PROFIT_LOCK,23.780739952503545,33.47262574588085
BTC,2024-09-27,2024-09-30,61166.844,65770.8,7.409284067252293,657.7080000000002,-13.977404498475018,STOP_2X,19.804943030384155,35.2723736448146
BTC,2024-09-28,2024-09-30,61232.13,65841.0,7.4204683364213455,658.4100000000001,-22.61661726169941,STOP_2X,19.815132434757928,35.2723736448146
BTC,2024-09-29,2024-09-30,61006.14,65598.0,7.387168057277496,655.9800000000001,-24.83857315740038,STOP_2X,19.45726688174555,35.2723736448146
BTC,2024-09-30,2024-10-01,58896.899999999994,63330.0,9.030459022859942,633.3000000000001,-31.580041375674952,STOP_2X,23.654911573931916,36.328462107662816
BTC,2024-10-01,2024-10-04,56558.88,60816.0,9.843769350959612,608.1600000000001,9.503265228179881,PROFIT_LOCK,22.764487849582576,34.59701911120537
BTC,2024-10-02,2024-10-04,56405.801999999996,60651.4,8.631364183221923,606.5140000000001,7.91759195002901,PROFIT_LOCK,19.031051749651745,34.59701911120537
BTC,2024-11-06,2024-11-09,70290.981,75581.7,15.859204665751896,755.8170000000001,14.563736039310529,PROFIT_LOCK,31.860299737580505,37.32896501923337
BTC,2024-11-07,2024-11-10,70554.82199999999,75865.4,15.830481621213677,758.6540000000001,15.78560609445334,PROFIT_LOCK,31.672112703981075,38.153005222947314
BTC,2024-11-09,2024-11-10,71316.213,76684.1,13.89700675023878,766.8410000000002,13.006455140531148,PROFIT_LOCK,27.079636842085257,38.153005222947314
BTC,2024-11-10,2024-11-11,74734.33499999999,80359.5,15.90809943558461,803.5950000000001,15.63053249146703,PROFIT_LOCK,29.91691414821699,46.17297934271135
BTC,2024-11-11,2024-11-15,82432.503,88637.1,34.97497848993117,886.3710000000002,33.56234763273111,PROFIT_LOCK,57.530725298709676,47.83357892165787
BTC,2024-11-12,2024-11-15,81781.317,87936.9,34.918821025779835,879.3690000000001,32.43473013292619,PROFIT_LOCK,57.83854390525569,47.83357892165787
BTC,2024-11-15,2024-11-19,84669.33899999999,91042.3,40.24793179430708,910.4230000000002,36.74109209091348,PROFIT_LOCK,63.248385042350584,48.156751776334175
BTC,2024-11-16,2024-11-19,84233.07599999999,90573.2,40.19402519852429,905.7320000000002,34.04633256657498,PROFIT_LOCK,63.447898980679696,48.156751776334175
BTC,2024-11-19,2024-11-21,85831.653,92292.1,41.67551702208021,922.9210000000003,40.37350944525699,PROFIT_LOCK,64.36111109915981,47.87060951120151
BTC,2024-11-20,2024-11-21,87685.04999999999,94285.0,39.85163389854388,942.8500000000001,32.95247750496647,PROFIT_LOCK,60.942078686444376,47.87060951120151
BTC,2024-11-21,2024-11-25,91434.81,98317.0,43.57036310836338,983.1700000000002,-57.67794080383865,STOP_2X,63.37588616531924,50.375835090471746
BTC,2024-11-22,2024-11-25,91969.002,98891.4,42.429180720145816,988.9140000000001,-104.9427241251542,STOP_2X,61.70418322009677,50.375835090471746
BTC,2024-11-25,2024-11-28,86489.06999999999,92999.0,48.23486608530766,929.9900000000002,42.81415800638615,PROFIT_LOCK,72.43648453515901,50.734064441793
BTC,2024-11-26,2024-11-28,85521.219,91958.3,48.82913454194459,919.5830000000002,42.63781163688395,PROFIT_LOCK,73.80881893003804,50.734064441793
BTC,2024-11-28,2024-12-01,88947.33899999999,95642.3,50.671899702606794,956.4230000000002,42.27647886294572,PROFIT_LOCK,74.88215769277163,49.261214285715596
BTC,2024-11-29,2024-12-04,90635.93999999999,97458.0,51.27919484642353,974.5800000000002,50.09677596763973,PROFIT_LOCK,78.07041553650286,49.12267008659143
BTC,2024-12-01,2024-12-04,90382.70099999999,97185.7,47.089370136863366,971.8570000000002,38.12130330845849,PROFIT_LOCK,75.29054125642413,49.12267008659143
BTC,2024-12-05,2024-12-06,90142.389,96927.3,48.4737596198087,969.2730000000003,39.82714052184738,PROFIT_LOCK,92.8777479498507,44.84680261428486
BTC,2024-12-04,2024-12-07,91715.019,98618.3,47.371008155164056,986.1830000000002,41.03461203228521,PROFIT_LOCK,86.50037653106692,44.882556065139966
BTC,2024-12-06,2024-12-11,92748.34199999999,99729.4,35.722598552603635,997.2940000000001,35.627959113487,PROFIT_LOCK,70.34803156078854,38.48214957713954
BTC,2024-12-07,2024-12-11,92844.318,99832.6,35.855655153739825,998.3260000000002,35.05265112857533,PROFIT_LOCK,70.51153925802521,38.48214957713954
BTC,2024-12-11,2024-12-14,94032.67199999999,101110.4,20.711712073702074,1011.1040000000002,17.451333255709507,PROFIT_LOCK,41.24119748115066,36.34144219715112
BTC,2024-12-12,2024-12-14,93002.69699999999,100002.9,20.687652754867486,1000.0290000000001,17.511035653143857,PROFIT_LOCK,41.680289043359565,36.34144219715112
BTC,2024-12-14,2024-12-15,94319.484,101418.8,16.440582003512464,1014.1880000000002,14.52794992337506,PROFIT_LOCK,31.451313545807924,35.437691429816894
BTC,2024-12-15,2024-12-17,97156.26299999999,104469.1,15.203308058050334,1044.6910000000003,12.820058653083311,PROFIT_LOCK,27.318280137604866,35.24583755742316
BTC,2024-12-16,2024-12-18,98636.079,106060.3,15.439740674819133,1060.6030000000003,-101.06105411925955,STOP_2X,27.33003612894468,39.715401126819074
BTC,2024-12-17,2024-12-18,98719.40699999999,106149.9,15.086587582165158,1061.4990000000003,-121.36730194333032,STOP_2X,26.44089392366521,39.715401126819074
BTC,2024-12-18,2024-12-19,93188.69699999999,100202.9,23.20631504387111,1002.0290000000001,-29.63243215270577,STOP_2X,46.88110401265872,40.39044489198448
BTC,2024-12-19,2024-12-24,90634.638,97456.6,24.058999449225666,974.5660000000003,23.883261558497118,PROFIT_LOCK,49.96821445756307,40.114649288308605
BTC,2024-12-20,2024-12-24,90953.90699999999,97799.9,23.205671828054438,977.9990000000001,21.690035452682856,PROFIT_LOCK,48.04021430678622,40.114649288308605
BTC,2024-12-25,2024-12-26,92474.364,99434.8,17.486275040289822,994.3480000000002,-47.92204418824849,STOP_2X,34.72394812245598,38.62434753994707
BTC,2024-12-24,2024-12-27,91755.381,98661.7,23.735506213991723,986.6170000000002,-27.476590390139794,STOP_2X,48.70694588106141,36.98504463739917
BTC,2024-12-26,2024-12-31,89080.794,95785.8,19.90901487892843,957.8580000000002,16.33221655798443,PROFIT_LOCK,41.891497267446255,36.95990608060888
BTC,2024-12-27,2024-12-31,87686.073,94286.1,16.44805312927565,942.8610000000002,13.423343101872751,PROFIT_LOCK,34.39463650971805,36.95990608060888
BTC,2024-12-31,2025-01-02,87024.099,93574.3,16.277994864614723,935.7430000000002,15.358783733812835,PROFIT_LOCK,34.27967285070535,37.644526096488605
BTC,2025-01-01,2025-01-03,87963.213,94584.1,16.364960336789682,945.8410000000002,15.665778928086525,PROFIT_LOCK,34.059382383597445,36.87402189925961
BTC,2025-01-02,2025-01-04,90194.934,96983.8,18.18934545166985,969.8380000000002,14.71365935051126,PROFIT_LOCK,37.41057740960459,36.51395804275387
BTC,2025-01-03,2025-01-06,91301.72699999998,98173.9,16.914156299346086,981.7390000000001,16.706047593983172,PROFIT_LOCK,33.886907274638695,37.291460149892565
BTC,2025-01-04,2025-01-06,91340.32199999999,98215.4,16.241955587580833,982.1540000000001,15.582753238530922,PROFIT_LOCK,32.240263087088806,37.291460149892565
BTC,2025-01-06,2025-01-07,95068.599,102224.3,18.44935399778333,1022.2430000000003,-98.66232745891902,STOP_2X,35.7959360667435,40.202052071040924
BTC,2025-01-07,2025-01-09,90172.056,96959.2,23.518565100513843,969.5920000000002,-52.94638816367606,STOP_2X,49.10665632564352,39.72440983394861
BTC,2025-01-08,2025-01-09,88402.824,95056.8,20.601748769270856,950.5680000000002,-25.671944487150178,STOP_2X,43.78722926306547,39.72440983394861
BTC,2025-01-09,2025-01-10,86070.105,92548.5,21.452205143581523,925.4850000000001,17.438144222529992,PROFIT_LOCK,46.92230263608111,37.88569319092313
BTC,2025-01-10,2025-01-14,88090.90199999999,94721.4,18.22961167871645,947.2140000000002,17.943931874142084,PROFIT_LOCK,38.51348287235429,36.95437830182194
BTC,2025-01-11,2025-01-14,87984.045,94606.5,18.02923166247938,946.0650000000002,17.07569522698035,PROFIT_LOCK,37.58421935981261,36.95437830182194
BTC,2025-01-14,2025-01-15,89805.72899999999,96565.3,16.787899326839398,965.6530000000002,14.905687418722756,PROFIT_LOCK,33.715813462869534,38.64693809320784
BTC,2025-01-15,2025-01-17,93460.908,100495.6,20.93613760404078,1004.9560000000002,20.088409720077347,PROFIT_LOCK,41.51963715647351,36.75361550246035
BTC,2025-01-16,2025-01-17,92987.25899999999,99986.3,20.836343783876146,999.8630000000002,19.54020483233729,PROFIT_LOCK,41.533331404766244,36.75361550246035
BTC,2025-01-18,2025-01-19,97232.058,104550.6,15.732294840864506,1045.5060000000003,-34.50907714735213,STOP_2X,27.014059513828197,37.02372166623456
BTC,2025-01-17,2025-01-21,96790.959,104076.3,17.6887318921943,1040.7630000000001,17.31523076008214,PROFIT_LOCK,32.591986178023944,37.737703405106615
BTC,2025-01-19,2025-01-21,94224.903,101317.1,17.751171418304605,1013.1710000000003,17.276767153821897,PROFIT_LOCK,33.14161389767249,37.737703405106615
BTC,2025-01-21,2025-01-22,98710.38599999998,106140.2,20.10700628195573,1061.4020000000003,-21.4865768569538,STOP_2X,36.47815409193929,38.491713686774816
BTC,2025-01-22,2025-01-25,96444.71999999999,103704.0,21.263897496881146,1037.0400000000002,19.690183636575604,PROFIT_LOCK,40.0017534708965,35.07016095641121
BTC,2025-01-23,2025-01-28,96633.51,103907.0,18.039705694590065,1039.0700000000002,14.69735867228278,PROFIT_LOCK,32.760886067045746,34.97627094118755
BTC,2025-01-28,2025-01-29,94243.224,101336.8,13.924831672315577,1013.3680000000003,11.20903593020796,PROFIT_LOCK,23.573579775830364,35.26535787213102
BTC,2025-01-25,2025-01-30,97408.293,104740.1,14.563493505400675,1047.4010000000003,14.342525280187306,PROFIT_LOCK,24.012341431175987,35.27911087241041
BTC,2025-01-30,2025-01-31,97388.85599999999,104719.2,14.94476425449666,1047.1920000000002,-16.978301228742204,STOP_2X,24.583554692645517,35.98714000625094
BTC,2025-01-29,2025-02-02,96474.573,103736.1,14.77926026465866,1037.3610000000003,-62.31223075478266,STOP_2X,24.51893771762058,36.73829161846651
BTC,2025-01-31,2025-02-02,95265.75899999999,102436.3,15.92897748344276,1024.3630000000003,-55.71454153158721,STOP_2X,27.91015252067358,36.73829161846651
BTC,2025-02-02,2025-02-03,90855.32699999999,97693.9,16.57514181864417,976.9390000000001,14.453377431029093,PROFIT_LOCK,28.85225343039639,38.26563159998895
BTC,2025-02-03,2025-02-04,94256.43,101351.0,20.30098123917942,1013.5100000000002,-47.31426405215079,STOP_2X,20.11301756140987,39.73638903784763
BTC,2025-02-04,2025-02-08,90930.28499999999,97774.5,22.68969975761047,977.7450000000002,19.883818198048267,PROFIT_LOCK,29.106063093548286,33.44173911253972
BTC,2025-02-05,2025-02-08,89853.438,96616.6,19.062380283346194,966.1660000000003,16.460277697260132,PROFIT_LOCK,19.228878683044435,33.44173911253972
BTC,2025-02-25,2025-02-26,82472.21399999999,88679.8,5.605373616422458,886.7980000000002,-62.86949407775856,STOP_2X,16.480053897556378,32.718508793170116
BTC,2025-02-26,2025-03-01,78345.618,84242.6,8.520777131754585,842.4260000000003,8.290463458084883,PROFIT_LOCK,28.196654740265952,32.33963549087437
